utt_id,row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,text,playerId,target,role,countCorrect,speaker,submitted
232,fPh3qmKSzkgm5oTDr,8,W33Gc9iKyM6zXxZbE_64sLFiFF3QcHkZBRb,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,0,8,you should know which one now,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
233,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,kneeling,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
234,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,head not tilted,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
235,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,looking ahead,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
236,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,or more like forward,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
237,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,facing right,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
238,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,legs and in a smooth up direction,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
239,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,and are pointed up,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
240,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,has a triangle on his back?,XDYMpEW48uEDY2AKT,/experiment/tangram_K.png,listener,1,MpfyeqPHi6LGanyZE,TRUE
241,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,yeah,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
242,pfXqSGF5HhPzkr42b,9,o89RsPk9KwhAurfAx_cprxhufCNH4WBtMt4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,0,9,a small one,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
243,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,one of the 2 simple ones,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
244,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,it looks almost like a square,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
245,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,a straight line on the back,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
246,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,facing right,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
247,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,hands up,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
248,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,like squatting?,XDYMpEW48uEDY2AKT,/experiment/tangram_J.png,listener,1,MpfyeqPHi6LGanyZE,TRUE
249,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,legs end in the middle,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
250,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,yeah but the whole left side,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
251,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,is straight,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
252,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,okay,XDYMpEW48uEDY2AKT,/experiment/tangram_J.png,listener,1,MpfyeqPHi6LGanyZE,TRUE
253,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,head is on a straight line too,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
254,aMNYkvwNpFZwMfaQM,10,mSsrztYyFnr5undJi_r5HrhANpQEKm2NnK6,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,0,10,only the right side of his body is pointy,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
255,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,he's tilted to the left,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
256,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,no legs,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
257,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,as if screaming,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
258,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,two hands up,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
259,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,like drowning in the water?,XDYMpEW48uEDY2AKT,/experiment/tangram_C.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
260,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,should be an easy one,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
261,fQtgnksqSFSarnQTr,11,f5pPt6BC3AEbamntn_6ghTsENQ3SoP5oLtY,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,0,11,yeah,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
262,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,laying down,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
263,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,against the wall,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
264,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,facing left,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
265,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,back against right side,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
266,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,the sad one,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
267,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,no triangles,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
268,cajszrdenKNbAAX3q,12,u6pDFCorYnu56HTx4_6xrp3vZD7AsNZ5fTL,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,0,1,12,on the head,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
269,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,kneeling,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
270,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,praying,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
271,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,small triangle on the back,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
272,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,pointy legs,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
273,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,pointing up,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
274,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,straight line,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
275,KSqLzc9D83fRCxQH4,13,DAeaE4nTw5cAzRfq7_JAu7tKRJtDaDNmgut,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,1,1,13,like in legs,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
276,R3jFwosCCMWDumDzo,14,KyWHwGZuQxomHBtZr_ukKMB9DASTfbkqAtc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,2,1,14,standing,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
277,R3jFwosCCMWDumDzo,14,KyWHwGZuQxomHBtZr_ukKMB9DASTfbkqAtc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,2,1,14,facing left,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
278,R3jFwosCCMWDumDzo,14,KyWHwGZuQxomHBtZr_ukKMB9DASTfbkqAtc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,2,1,14,he's asking for money,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
279,R3jFwosCCMWDumDzo,14,KyWHwGZuQxomHBtZr_ukKMB9DASTfbkqAtc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,2,1,14,left side is a straight line,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
280,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,2 simple ones,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
281,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,not the square,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
282,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,the one with a small triangle on the right,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
283,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,at the bottom,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
284,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,squatting as well?,XDYMpEW48uEDY2AKT,/experiment/tangram_H.png,listener,1,MpfyeqPHi6LGanyZE,TRUE
285,PJStCPKWs5iRnBEaW,15,xaCr885sy7RaPrD5r_dFQGXgrMZFYXbMgMk,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,3,1,15,yeah,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
286,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,triangle head,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
287,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,you know the guy,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
288,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,laying on the ground,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
289,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,which looks like a rabbit,XDYMpEW48uEDY2AKT,/experiment/tangram_E.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
290,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,yeah,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
291,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,facing left,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
292,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,sorry,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
293,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,right,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
294,dJtajXSQNk5ppieNS,16,6LZvLQPPMsw32w2Cv_qPQzxhmotYvCPSpNQ,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,1,16,my bad,MpfyeqPHi6LGanyZE,/experiment/tangram_E.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
295,Tpf9TrPmxHETWdo37,17,t4CoFs5jZkDnXSpSE_NjvaMrxkPWuKS4uuq,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,1,17,2 simple ones,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
296,Tpf9TrPmxHETWdo37,17,t4CoFs5jZkDnXSpSE_NjvaMrxkPWuKS4uuq,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,1,17,the square,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
297,Tpf9TrPmxHETWdo37,17,t4CoFs5jZkDnXSpSE_NjvaMrxkPWuKS4uuq,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,1,17,got it,XDYMpEW48uEDY2AKT,/experiment/tangram_J.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
298,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,dancing one,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
299,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,one leg up to the left,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
300,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,head on the right side,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
301,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,bending over?,XDYMpEW48uEDY2AKT,/experiment/tangram_A.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
302,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,leg to the left,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
303,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,he's standing pretty straight,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
304,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,Looking up,zsCocJ4gY757WdtRm,/experiment/tangram_A.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
305,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,sorta,zsCocJ4gY757WdtRm,/experiment/tangram_A.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
306,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,okaaay,XDYMpEW48uEDY2AKT,/experiment/tangram_A.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
307,kiHXemBvJLLiyyoK5,18,STzK9egBQXR3JK9kQ_8PbRpaq7vvEXdYE2Z,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,1,18,hands look almost like an arrow,MpfyeqPHi6LGanyZE,/experiment/tangram_A.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
308,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,kneeling one,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
309,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,legs on the ground,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
310,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,they do not go up,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
311,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,facing right,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
312,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,like a squat,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
313,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,with straight bacl,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
314,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,back*,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
315,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,kneeling squat,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
316,2hLE4N36xKrtxYpuv,19,YTNCWJKo3EQkW6NwX_e45SoduMudDcyqkoE,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,1,19,I would call it,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,1,MpfyeqPHi6LGanyZE,TRUE
317,i9vJtF9oEgA8dCAhk,20,2T52vCCbgPhokpMc7_pittN5qLZDes2a88B,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,1,20,drowning,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
318,i9vJtF9oEgA8dCAhk,20,2T52vCCbgPhokpMc7_pittN5qLZDes2a88B,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,1,20,screaming for help,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
319,i9vJtF9oEgA8dCAhk,20,2T52vCCbgPhokpMc7_pittN5qLZDes2a88B,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,1,20,no legs,MpfyeqPHi6LGanyZE,/experiment/tangram_C.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
